sentence	polarity	positive	neutral	negative
这里你们笑着，高兴着，正仿佛王子和公主没有刚结过婚哩。” 	 positive 	0.598444	0.24664664	0.15490942
“啊，真的，”一个小流火嚷着，“怎么不是？这是一个最欢乐的机会；我翱翔到空中时，我想要告诉星们一切的事。 	 positive 	0.598444	0.24664664	0.15490942
你们可以看见他们闪耀，当我对他们讲起美丽的新妇那时候。” 	 positive 	0.598444	0.24664664	0.15490942
“唉！怎样一种浅薄的人生观呵！”流星说；“但这只是我所盼望的。 	 negative 	0.423509	0.3976891	0.17880188
你的里面什么都没有；你是洞然而且空虚的。 	 negative 	0.423509	0.3976891	0.17880188
哪，或许王子和公主会到一个乡间去住！那旁边有一条深河，或许他们会有一个独子，一个小小的美发的孩子，有着紫色的眼睛像王子自己；或许有一天他同着他的乳母会走出去散步；或许乳母会到一颗大的老树下面去睡觉；或许那小小的孩子会落到深的河里而且淹死了。 	 neutral 	0.4774948	0.30812833	0.21437682
怎样一个可怕的不幸呵！ 	 negative 	0.423509	0.3976891	0.17880188
可怜的人们，丧失他们的独子呵！ 	 negative 	0.423509	0.3976891	0.17880188
这真是太可怕呵！ 	 negative 	0.423509	0.3976891	0.17880188
我将按捺不住感情了。” 	 negative 	0.423509	0.3976891	0.17880188
“但他们不会丧失他们的独子，”花筒说；“他们全没有碰到不幸哩。” 	 negative 	0.423509	0.3976891	0.17880188
“我不会说他们已经碰到，”沉星回答道；“我说，他们许要这样。 	 neutral 	0.4774948	0.30812833	0.21437682
倘若他们已经丧失了他们的独子，再说些什么，到这事情上就没有用了。 	 negative 	0.423509	0.3976891	0.17880188
我憎恶那些哭着拨翻了的牛奶的人们。 	 negative 	0.423509	0.3976891	0.17880188
但我们想起他们会丧失了他们的独子时，我当真是大大的感动了。” 	 positive 	0.598444	0.24664664	0.15490942
“你当真是么！”信号花筒叫道。 	 negative 	0.423509	0.3976891	0.17880188
“你委实是我所遇到的最多感的人了。” 	 positive 	0.598444	0.24664664	0.15490942
“你是我所遇见的最粗鲁的人，”流星说，“你理会不得我对于王子的友情。” 	 negative 	0.423509	0.3976891	0.17880188
“怎的，你甚至还没有知道他哩。”花筒咆哮的说。 	 negative 	0.423509	0.3976891	0.17880188
“我不曾说，我知道他，”流星回答道。 	 neutral 	0.4774948	0.30812833	0.21437682
“我敢说，倘若我知道了他，我就不做他的朋友了。 	 neutral 	0.4774948	0.30812833	0.21437682
人知道了他的朋友，是一件很危险的事呵。” 	 negative 	0.423509	0.3976891	0.17880188
“你当真还是保得你自己干燥好，”流火说。 	 neutral 	0.4774948	0.30812833	0.21437682
“这是重要的事。” 	 neutral 	0.4774948	0.30812833	0.21437682
“于你很重要的，我并不疑惑，”流星回答说，“然而我心里想哭就哭了”；于是他果真滚出真的眼泪来，那眼泪雨点般流下他的棒，几乎淹死了两匹甲虫，他们刚才想着共同搭起房屋的，便找寻一个干燥的好地点去住了。 	 negative 	0.423509	0.3976891	0.17880188
“他必然有一个真的浪漫的性质，”回转花筒说，“因为他在全没有什么可哭的时候哭着；”她深深的叹一口气，便想起松板箱来。 	 positive 	0.598444	0.24664664	0.15490942
然而花筒和信号花筒十分恼怒了，便提高了声音不住的说道，“诳骗！诳骗！” 	 negative 	0.423509	0.3976891	0.17880188
他们是极端实际的，无论何时，他们反对什么事，他们总叫他诳骗！诳骗！ 	 negative 	0.423509	0.3976891	0.17880188
那时月亮升起，好像一个奇异的银盾；星起头放光了，一阵音乐的声音从宫中过来。 	 neutral 	0.4774948	0.30812833	0.21437682
王子和公主领导着跳舞。 	 neutral 	0.4774948	0.30812833	0.21437682
他们跳舞得这样优美，那些高的白百合花，便从窗口窥进去，看定了他们，那些大的红罂粟花，便点着他们的头，击着拍子。 	 positive 	0.598444	0.24664664	0.15490942
随后十点打了，随后十一点，随后十二点，在中夜的最末一击，人人出来到露台上了，于是王召了御烟火手来。 	 neutral 	0.4774948	0.30812833	0.21437682
“烟火开始罢！”王说；于是御烟手低低的一弯身，便奔下到园的尽头去了。 	 neutral 	0.4774948	0.30812833	0.21437682
他有六个侍仆在他身旁，每人拿一个发光的火把，在一支长竹竿的末端。 	 neutral 	0.4774948	0.30812833	0.21437682
这真是一个壮丽的举演。 	 positive 	0.598444	0.24664664	0.15490942
咈士士！咈士士！回转花筒一圈一圈的打着旋去了。 	 neutral 	0.4774948	0.30812833	0.21437682
蓬！蓬！花筒去了。 	 neutral 	0.4774948	0.30812833	0.21437682
随后花爆们在地上团团的跳舞了，而且信号花筒使得一切红的一般。 	 neutral 	0.4774948	0.30812833	0.21437682
“再会，”流火叫着，一面翱翔去了。落着小小的蓝火花。 	 neutral 	0.4774948	0.30812833	0.21437682
砰！砰！爆仗们回答着，他们很是自得其乐哩。 	 positive 	0.598444	0.24664664	0.15490942
除却显赫的流星，人人都是大大的成功。 	 positive 	0.598444	0.24664664	0.15490942
他哭得这样潮湿，竟全不能出发了。 	 negative 	0.423509	0.3976891	0.17880188
在他里面顶好的东西就是火药，而那火药给眼泪弄湿了不中用了。 	 negative 	0.423509	0.3976891	0.17880188
一切他的穷苦的亲戚，对他们是不愿讲话，除非带着一种轻视的，——射上了天空，好像奇异的金的花，带着火的花朵。 	 negative 	0.423509	0.3976891	0.17880188
“呵哈！呵哈！”宫中的人叫着；于是小公主喜乐的笑了。 	 positive 	0.598444	0.24664664	0.15490942
“我想他们保存着我给什么大的时机用罢，”流星说；“无疑的，便是这样缘故了”，于是他显得比从前更傲慢了。 	 negative 	0.423509	0.3976891	0.17880188
次日，工人们收拾地方来了。 	 positive 	0.598444	0.24664664	0.15490942
“这分明是一个代表团”，流星说；“我要用相当的尊严接待他们哩”；他这才仰起鼻子，严重的皱了眉头，仿佛他想着什么很重要的问题似的。 	 neutral 	0.4774948	0.30812833	0.21437682
但他们没有注意到他， 	 neutral 	0.4774948	0.30812833	0.21437682
直至他们正要走去了。那时他们中一个人瞥见了他。 	 neutral 	0.4774948	0.30812833	0.21437682
“喂！”他叫道，“怎么一个Bad Rocket（坏流星）呵！”他便将他抛出了墙外，落到水沟里。 	 negative 	0.423509	0.3976891	0.17880188
“Bad Rocket（坏流星，坏流星）么？”他在空中旋动时说；“不会罢！Grand Rocket（大流星），他是这么说哩。 	 neutral 	0.4774948	0.30812833	0.21437682
Bad and Grand（坏和大）声音是很相同的，这两个字确然时常是一样的；”于是他跌进烂泥里了。 	 negative 	0.423509	0.3976891	0.17880188
“这里是不舒适的，”他注意似的说，但这确鉴是一个合时的水场，他们打发我来修养精神罢。 	 negative 	0.423509	0.3976891	0.17880188
我的神经真是很散乱了，我须要休息了。” 	 negative 	0.423509	0.3976891	0.17880188
随后一匹小小的田鸡，长着光辉的嵌着玉似的眼睛，穿着一件绿色的斑点的外衣，向他泅了上来。 	 neutral 	0.4774948	0.30812833	0.21437682
“新到的地方，我看！”田鸡说。 	 neutral 	0.4774948	0.30812833	0.21437682
“哪，到底没有东西像烂泥般好的了。 	 negative 	0.423509	0.3976891	0.17880188
给我多雨的天气和一个水沟，我便十分幸福了。 	 positive 	0.598444	0.24664664	0.15490942
你想下半天有雨的么？ 	 negative 	0.423509	0.3976891	0.17880188
我确希望这样，但天空是十分青而且晴。 	 negative 	0.423509	0.3976891	0.17880188
真恼人呵！” 	 positive 	0.598444	0.24664664	0.15490942
“唉罕！唉罕！”流星说，他又咳嗽起来。 	 negative 	0.423509	0.3976891	0.17880188
“你有怎样欢乐的声音呵！”田鸡叫道， 	 positive 	0.598444	0.24664664	0.15490942
“这委实十分像阁阁的声，阁阁自然是世界上顶好的乐音呵。 	 positive 	0.598444	0.24664664	0.15490942
你这晚上听我们的音乐会罢， 	 neutral 	0.4774948	0.30812833	0.21437682
我们住在老旧的鸭塘里紧靠着农夫的房子，月亮一升起，我们便开始了。 	 neutral 	0.4774948	0.30812833	0.21437682
这是这样的夺魂，连睡着的人们也都醒来倾听我们哩。 	 negative 	0.423509	0.3976891	0.17880188
其实，昨天我听得农夫的妻对她母亲说，因了我们，她夜里不能得到一霎眼的睡。 	 negative 	0.423509	0.3976891	0.17880188
人见得自己这样的得众才是顶喜乐的事了。” 	 positive 	0.598444	0.24664664	0.15490942
“唉罕！唉罕！”流星忿忿的说。 	 negative 	0.423509	0.3976891	0.17880188
他很是苦闷，因为他不能插进一句话。 	 negative 	0.423509	0.3976891	0.17880188
“确然一个欢乐的声音，”田鸡接续说；“我希望你到鸭塘里走过来。 	 positive 	0.598444	0.24664664	0.15490942
我要找寻我的女儿们去了。 	 neutral 	0.4774948	0.30812833	0.21437682
我有六个美丽的女儿，我很担心梭鱼会遇见他们。 	 negative 	0.423509	0.3976891	0.17880188
他完全是一个巨灵，就要毫不迟疑的将他们当朝餐吃了罢。 	 negative 	0.423509	0.3976891	0.17880188
啊，再会，我愉乐了，我们的会话很多了。” 	 positive 	0.598444	0.24664664	0.15490942
“当真，会话么！”流星说。 	 neutral 	0.4774948	0.30812833	0.21437682
“你始终自己讲着。 	 neutral 	0.4774948	0.30812833	0.21437682
这不是会话呵。” 	 neutral 	0.4774948	0.30812833	0.21437682
“有一种人必得倾听着，”田鸡回答说，“而且我喜欢全然我自己讲。 	 neutral 	0.4774948	0.30812833	0.21437682
这节省时候，而且免得辩论。 	 neutral 	0.4774948	0.30812833	0.21437682
“但我喜欢辩论的，”流星说。 	 neutral 	0.4774948	0.30812833	0.21437682
“我希望不然，”田鸡喜悦的说道， 	 positive 	0.598444	0.24664664	0.15490942
“辩论是极鄙俚的，因为好社会里，人人正抱着相同的意见。 	 negative 	0.423509	0.3976891	0.17880188
第二回再会罢，我往远地方看我的女儿们去了；”于是小田鸡泅去了。 	 neutral 	0.4774948	0.30812833	0.21437682
“你是个不识趣的人，”流星说，“而且很粗鄙的， 	 negative 	0.423509	0.3976891	0.17880188
我憎恶那些像你一般讲着自己的人们，当人像我一般想要讲着自己的时候。 	 negative 	0.423509	0.3976891	0.17880188
这就是我所称做自私的，自私是最可恶的事，尤其对于和我脾气相同的什么人，因为我是以我的同情的性情很有名的。 	 negative 	0.423509	0.3976891	0.17880188
你委实应该将我做个榜样，你大概不能有一个更好的模范了。 	 negative 	0.423509	0.3976891	0.17880188
现在你有机会，你还是自己利用这机会好，我立刻就要回到宫里去了。 	 positive 	0.598444	0.24664664	0.15490942
我是宫里一个大大的宠儿；王子和公主委实是借我的光，昨天才结婚的。 	 positive 	0.598444	0.24664664	0.15490942
自然你毫不知道这些事情，因为你是一个乡里人呵。” 	 neutral 	0.4774948	0.30812833	0.21437682
“对他讲话是不中用的，”一个蜻蜓说，正坐在一枝大的褐色的芦草的顶端；“全不中用的，因为他已经走远了。” 	 negative 	0.423509	0.3976891	0.17880188
“阿，那是他的损失，不是我的，”流星回答说。 	 negative 	0.423509	0.3976891	0.17880188
“我不停止对他讲，单因为他没有留意罢了。 	 negative 	0.423509	0.3976891	0.17880188
我喜欢听自己讲。 	 positive 	0.598444	0.24664664	0.15490942
这是我的一个最大的愉快。 	 positive 	0.598444	0.24664664	0.15490942
我时常有长久的谈话，全是我自己讲的，我真的是熟练，有些时候，连我讲着什么，自己也一句没有理会。” 	 neutral 	0.4774948	0.30812833	0.21437682
“那么你确然应该讲授哲学哩！”蜻蜓说；他又张开一对可爱的薄纱似的翅膀，飞上天空去了。 	 neutral 	0.4774948	0.30812833	0.21437682
“他不停在这里，真是笨得很呵！”流星说。 	 negative 	0.423509	0.3976891	0.17880188
“我确定他没有时常得到这样增进他知慧的机会。 	 negative 	0.423509	0.3976891	0.17880188
虽则如此，我一点也不在意， 	 neutral 	0.4774948	0.30812833	0.21437682
像我这般的天才，一定有一日会被尊重的；”于是他在烂泥里沉得更深了一点。 	 positive 	0.598444	0.24664664	0.15490942
若干时候之后，一支大的白鸭向他泅了上来。 	 neutral 	0.4774948	0.30812833	0.21437682
他有黄的腿，和有蹼的脚，并且因了那摇摆的步态，是被看作很美的。 	 positive 	0.598444	0.24664664	0.15490942
“咶克，咶克，”她说。 	 neutral 	0.4774948	0.30812833	0.21437682
“你的形状怎样稀奇呵！ 	 positive 	0.598444	0.24664664	0.15490942
“我可以问，你是生出就像那样，还是一件事故的结果么？” 	 neutral 	0.4774948	0.30812833	0.21437682
“这就十分明白你是常常住在乡里的，”流星回答说。“否则你就知道我是谁了。 	 neutral 	0.4774948	0.30812833	0.21437682
虽则如此，我恕免你的愚昧。 	 negative 	0.423509	0.3976891	0.17880188
盼望别人也和自己一样的显赫，这是不公平的。 	 negative 	0.423509	0.3976891	0.17880188
你一定要吃一惊，听到问能够飞上天空里，又变成一阵金的骤雨，落了下来。” 	 positive 	0.598444	0.24664664	0.15490942
“我不大想到这个，”鸭说，“因为我不能看出这于人有什么用哩。 	 negative 	0.423509	0.3976891	0.17880188
现在，如果你能够耕田像牛一般，或者能够曳车像马一般，活着看管羊群像役狗（Collie dog，为苏格兰看羊的狗）一般，那就有点道理了。” 	 neutral 	0.4774948	0.30812833	0.21437682
“我的好人呵，”流星用了傲岸的声口说，“我看你是属于 那些较下的阶级的。 	 positive 	0.598444	0.24664664	0.15490942
像我这般地位的人并不是有用的。 	 negative 	0.423509	0.3976891	0.17880188
我有几种的本领，那是仅够的了。 	 positive 	0.598444	0.24664664	0.15490942
我对于无论那样的工业——至少对于你似乎称道的这样的工业——都没有同情。 	 negative 	0.423509	0.3976891	0.17880188
我当真常常有一种意见，以为劳苦的工作，不过是那些没有什么可干的人们的归宿罢。” 	 negative 	0.423509	0.3976891	0.17880188
“阿，阿，”鸭说，他是一种极和平的性情的，永不同谁争执，“各人的嗜好是不同的， 	 neutral 	0.4774948	0.30812833	0.21437682
我总希望你在这里定了居罢。” 	 neutral 	0.4774948	0.30812833	0.21437682
“阿！不，亲爱的，”流星说， 	 neutral 	0.4774948	0.30812833	0.21437682
“我不过是一个游客，一个著名的游客。 	 neutral 	0.4774948	0.30812833	0.21437682
其实是，我觉得这地方太无聊了。 	 negative 	0.423509	0.3976891	0.17880188
这里既没有交游，也并不幽静。 	 negative 	0.423509	0.3976891	0.17880188
老实说，这简直是郊野罢。 	 negative 	0.423509	0.3976891	0.17880188
我大约将回到宫中去，因为我知道我是命定了在世界上干一番惊人的事业的。” 	 neutral 	0.4774948	0.30812833	0.21437682
“我从前也有过投入公共生活的思想，”鸭说；“那边有这许多事情需要改革哩。 	 neutral 	0.4774948	0.30812833	0.21437682
不少时候之前，我当真在一个会议列过席，我们通过了决议案，惩戒着我们所不喜欢的一切事。 	 neutral 	0.4774948	0.30812833	0.21437682
虽则如此，那些决议案似乎没有多大的效果。 	 negative 	0.423509	0.3976891	0.17880188
现在我退隐了料理家事，看顾我的家属。” 	 neutral 	0.4774948	0.30812833	0.21437682
“我是为公共生活而生的，”流星说，“所有我的亲戚，便是最贫贱的，也都是这样。 	 negative 	0.423509	0.3976891	0.17880188
不论何时，我们出现了，我们就激起了大大的注意。 	 positive 	0.598444	0.24664664	0.15490942
我自己不曾实际的出现过，但是我这么干时，这就是一种壮观了。 	 positive 	0.598444	0.24664664	0.15490942
至于家事呢，这催促着人老去而且转移人的心，从较高的事上。” 	 negative 	0.423509	0.3976891	0.17880188
“唉！人生的较高的事，是何等佳美呵！”鸭说；“而且这提醒我觉着怎样的饥饿；”于是她泅下水去，说着，“咶克，咶克，咶克。” 	 positive 	0.598444	0.24664664	0.15490942
“回来呵！回来呵！”流星叫喊着，“我有许多对你说；”然而鸭没有注意他。 	 neutral 	0.4774948	0.30812833	0.21437682
“我喜着她去了，”他自己说，“她有一个的确中等阶级的心罢；”于是他仍然在烂泥里沉得更深一点了，便又想起天才得孤独；其实突然两个穿白短裤的小孩子跑下河岸来了，带着一个锅子和好些柴薪。 	 negative 	0.423509	0.3976891	0.17880188
“这一定是代表了，”流星说，便竭力的装出很威严的模样。 	 positive 	0.598444	0.24664664	0.15490942
“喂！”孩子们中的一个叫着，“看这枝Old Stick（老棒儿）呵！我差异这怎么来到这里的；”于是他从水沟里拾起那流星来。 	 positive 	0.598444	0.24664664	0.15490942
“Old Stick（老棒儿）！”流星说，“不会罢！Old Stick（老棒儿），他这样的说哩， 	 neutral 	0.4774948	0.30812833	0.21437682
Gold Stick（金棒儿）是很敬意的。 	 positive 	0.598444	0.24664664	0.15490942
其实他错当我是宫里的高官了！” 	 negative 	0.423509	0.3976891	0.17880188
“我们将他放进火里罢！”别的孩子说，“这可以帮着烧滚了锅子。” 	 neutral 	0.4774948	0.30812833	0.21437682
他们这才堆聚了柴薪，将流星放在上面，便将火点着了。 	 neutral 	0.4774948	0.30812833	0.21437682
“这是庄严的”，流星叫着，“他们放我在广漫的日光里，那就人人能够看见我了。” 	 positive 	0.598444	0.24664664	0.15490942
“我们现在要去睡了，”他们说，“我们醒来时，这锅子可以滚了；”他们便在草上躺下，闭了他们的眼睛。 	 neutral 	0.4774948	0.30812833	0.21437682
流星很是着潮，这才烧了好久。 	 negative 	0.423509	0.3976891	0.17880188
然而终于火烧进了他。 	 negative 	0.423509	0.3976891	0.17880188
“现在我快要出去了！”他叫着，便又弄得自己很坚硬而且挺直。 	 positive 	0.598444	0.24664664	0.15490942
“我知道我将去到，比星还高许多，比月亮还高许多，比太阳还高许多。 	 positive 	0.598444	0.24664664	0.15490942
我委实将到那样高去，便——” 	 neutral 	0.4774948	0.30812833	0.21437682
咈士！咈士！咈士！他便直上天空去了。 	 neutral 	0.4774948	0.30812833	0.21437682
“欢乐呵！”他叫道，“我将这样的永远过去。 	 positive 	0.598444	0.24664664	0.15490942
我是怎样的一个成功呵！” 	 positive 	0.598444	0.24664664	0.15490942
然而没有人看见他。 	 negative 	0.423509	0.3976891	0.17880188
那时他起首觉到一种稀奇的震痛着的感觉遍彻了全身。 	 negative 	0.423509	0.3976891	0.17880188
“现在我将要爆炸了，”他叫道。 	 negative 	0.423509	0.3976891	0.17880188
“我将用火烧着全世界，并且做出这样声音，使整年中没人可以讲起别的什么事。” 	 neutral 	0.4774948	0.30812833	0.21437682
而且他确然爆炸了。 	 negative 	0.423509	0.3976891	0.17880188
砰！砰！砰！火药去了。 	 negative 	0.423509	0.3976891	0.17880188
这事情是没有疑义的。 	 negative 	0.423509	0.3976891	0.17880188
然而没人听见他，便是那两个小孩子也不，因为他们沉沉的睡熟了。 	 negative 	0.423509	0.3976891	0.17880188
那时他所剩留的不过一枝棒，而这棒落下到一支鹅的背上，那鹅正在水沟的旁边，散着步哩。 	 negative 	0.423509	0.3976891	0.17880188
“天呵！”鹅叫道。 	 positive 	0.598444	0.24664664	0.15490942
“将要雨着棒了；”于是她冲进了水里。 	 neutral 	0.4774948	0.30812833	0.21437682
“我知道我是要创造一种大大的感觉的，”流星喘了喘气，便出去了。 	 neutral 	0.4774948	0.30812833	0.21437682
少年王（1932） 	 neutral 	0.4774948	0.30812833	0.21437682
在进行加冕礼的第一天晚上，少年王独自坐在他那间华丽的卧室里。 	 neutral 	0.4774948	0.30812833	0.21437682
他的臣仆向他低低鞠躬，都走开了，照历来行加冕礼的惯例，一齐到皇宫的大厅，去听礼仪教授演讲去了；因为其中有很多还不懂礼仪而充当一个臣仆，我无须多说，这样自然是很不合格的。 	 negative 	0.423509	0.3976891	0.17880188
那孩子——他的确是个孩子，目前才十六岁——看他们走开，也并不觉得有什么难过，只长叹了一口气，欠伸一下，就倒在一张绣花大椅上，躺在那儿，眼睛张着，嘴也开着，活像一个棕木丛里的半羊半人形之牧野神，又像一只才被猎人打着的森林儿兽。 	 neutral 	0.4774948	0.30812833	0.21437682
 	 negative 	0.423509	0.3976891	0.17880188
老皇帝的独女的儿子，是同一个出身微贱的人偷养着的——有人说，是个异乡人，靠吹笛的怪魔法迷着公主，公主就爱上了；又有人说，是个利密里的艺术家，公主待他非常殷勤，或者竟可说是太殷勤了，突然在城里失了踪，——他生下来才满七天，在他母亲睡着的时候，由人偷偷抱走了，送给一个农夫的妻子，原来那家无儿无女，住在很远的一个森林里，离城有一天多路程， 	 neutral 	0.4774948	0.30812833	0.21437682
至于公主，据皇宫里的医生说，原因是气急，又据别人猜，是用一种掺在香酒里的意大利毒药，才醒转来一小时内，就死了，由一个忠仆把婴儿载在鞍轿上，仆人刚才从倦马上下来，敲着那家牧羊的穷人的门，公主的尸身就放进在荒地掘好的坟里，那坟在城外，据说里面还葬着一个人，是个极漂亮的青年，两手反捆在背后，胸部还有许多伤痕。 	 negative 	0.423509	0.3976891	0.17880188
至少，以上所说的是许多人常常耳语着的话。 	 neutral 	0.4774948	0.30812833	0.21437682
那老皇帝在临死的时候，或是良心发现，觉得过去实在是自己的罪恶，或是为要皇室永传一家，就把那孩子找回来，在廷上公布为他的正嗣。 	 negative 	0.423509	0.3976891	0.17880188
似乎他才出世的一刻儿，就表现爱美的热情注定影响他的毕生。 	 positive 	0.598444	0.24664664	0.15490942
那些伴他到一所宫殿里去的人，常说他才看见为他预备的那些衣服珠宝，就怎样欢喜得叫起来，似乎快乐得忘了形，立刻把穿在身上的皮袄皮褂脱下来扔了。 	 positive 	0.598444	0.24664664	0.15490942
他的确失去在森林时那许多自由，时常要参与每天多次令人讨厌的朝会，但这奇怪的皇宫——据他们叫作快乐宫——属于他的皇宫，似乎对于他又是一个新世界，使他很欢喜；只要他能逃出会议厅或朝驾殿，立刻就跑下那两边立着铜狮子的云母石梯，这屋走到那屋，穿廊入户，好像是在美中寻止痛的针，寻治病的药那种人一样。 	 negative 	0.423509	0.3976891	0.17880188
照他说，在他这种探寻的程途上——的确，对于他是异地的旅行，陪伴他的是一些瘦小的美发宫仆，穿着飘动的外衣，紧束着好看的缎带；但多半是他独自一个，他由一种直觉，或竟是一种预卜，觉得艺术的秘密，最好秘密的去追求，美是像智慧一样的，爱那孤独的崇拜者。 	 neutral 	0.4774948	0.30812833	0.21437682
这时期，他就有许多奇怪的事。 	 negative 	0.423509	0.3976891	0.17880188
据说，有一个来演讲全城人民之福利的邑长，看他很虔诚的跪在一幅由威涅市买来的大画之前，神情好像礼拜什么的天神。 	 neutral 	0.4774948	0.30812833	0.21437682
又一次，他失踪了几小时，经过好久的搜寻，才发现他在宫内北方一个小塔内一间小屋里，好像失了神似的，呆看着一尊由希腊宝石镶成的阿多尼斯像（Adonis是爱神Venus所爱的人）。 	 negative 	0.423509	0.3976891	0.17880188
据传闻，当时他把他的嘴唇紧压在这古像眉上，这像是因建桥在河边土堤上发现的，上面还刻着哈垂因的奴隶的名字。 	 negative 	0.423509	0.3976891	0.17880188
他曾经花一晚功夫，看那月光下恩地米翁的银像。 	 neutral 	0.4774948	0.30812833	0.21437682
各种稀世价值的东西对他都有很大的吸引力，为要取得这些东西，派出不少的商人，有的到北海边去，同渔夫做琥珀交易，有的到埃及去找青宝石，这种宝石只有皇墓中才有，价值无比，有的到波斯去买丝地毡和花陶器，有的到印度去买薄纱，买红象牙，买透明石，买玉珠，檀香木，蓝珐琅，和上等的羊毛围巾。 	 neutral 	0.4774948	0.30812833	0.21437682
但最关心的要算加冕那天穿的袍子，金丝织的袍子，红宝石镶的王冠，真珠作连环的王节。 	 neutral 	0.4774948	0.30812833	0.21437682
的确，今晚他想的便是这些，他睡在华丽的躺椅上，眼望着火炉上渐渐烧去的松木。 	 neutral 	0.4774948	0.30812833	0.21437682
衣服的图样是由最有名的艺术家制的，几月前已经呈给他看过，当时就下令叫工人日夜加工敢作，还指派到全世界找寻配得上他的珠宝。 	 neutral 	0.4774948	0.30812833	0.21437682
他在幻想中，见自己穿着华丽的王服，站在礼拜堂的高祭坛上，孩子气的嘴角边流露着微笑，黑林似的眼里也发生一种光辉。 	 positive 	0.598444	0.24664664	0.15490942
隔了一会，他站起来，靠在火炉的雕花披屋上，四面看着光线阴暗的屋中。 	 neutral 	0.4774948	0.30812833	0.21437682
壁上全挂着华丽的挂帷，代表美之胜利。 	 positive 	0.598444	0.24664664	0.15490942
一只角上，放着一嵌玛瑙和蓝宝石的印字机，对窗口有一个箱子，装着金粉涂的镜板，上面放着一些维尼丁琉璃的被子，和黑纹碧玉的杯子。 	 neutral 	0.4774948	0.30812833	0.21437682
床毡上绣着淡罂粟花，好像随手抛在上边似的，丝绒华盖上镶着象牙雕成的芦草，上面插着一把鸵鸟羽，一直触到磨光的银天花板。 	 neutral 	0.4774948	0.30812833	0.21437682
一个青铜笑菩萨头上顶着一面光滑的镜子。 	 neutral 	0.4774948	0.30812833	0.21437682
桌上放着一只紫水晶的碗。 	 neutral 	0.4774948	0.30812833	0.21437682
窗外，他可以看见教堂的高顶，在阴暗的屋头上，像水泡似的一层层堆着，疲乏的哨兵在河边隐雾的平埔上来回踱着。 	 negative 	0.423509	0.3976891	0.17880188
远处，在花园里，有夜莺的叫声。 	 neutral 	0.4774948	0.30812833	0.21437682
一阵阵茉莉花香从窗口吹进来。 	 positive 	0.598444	0.24664664	0.15490942
他把棕色的卷发梳往头后，顺手拿起一只笛，手指便在孔上起伏着。 	 neutral 	0.4774948	0.30812833	0.21437682
他沉重的眼皮垂下了，满身觉得非常疲倦，在以前， 	 negative 	0.423509	0.3976891	0.17880188
他从来没有这样亲切或这样愉快地感到美物的魔力与神秘。 	 positive 	0.598444	0.24664664	0.15490942
钟上敲过午夜，他的宫仆们进来，很有礼貌的为他脱了外衣，沥些玫瑰香水在他手上，枕边也为他放了一些花， 	 neutral 	0.4774948	0.30812833	0.21437682
几分钟后，他们离了房，他就睡着了。 	 neutral 	0.4774948	0.30812833	0.21437682
睡着后他就做了一梦。 	 neutral 	0.4774948	0.30812833	0.21437682
他觉得自己站在一间矮小的房间里，房中有许多织机呼噜辟拍的响着。 	 neutral 	0.4774948	0.30812833	0.21437682
憔悴的日光从铁窗口射进来，照出几个弯着腰做事的织工的瘦容。 	 negative 	0.423509	0.3976891	0.17880188
面容苍白，病态毕现的孩子们弯着腰坐在车机上。 	 negative 	0.423509	0.3976891	0.17880188
梭子穿过丝线，他们便把沉重的狭板拉起来，梭子停下来，又把狭板放下去，将丝编装在一起。 	 neutral 	0.4774948	0.30812833	0.21437682
这些人脸上都露出饥饿的神情，手也战栗无力的。 	 negative 	0.423509	0.3976891	0.17880188
还有许多憔悴的妇人坐在桌边缝衣裳。 	 negative 	0.423509	0.3976891	0.17880188
屋里有一种怪气味。 	 negative 	0.423509	0.3976891	0.17880188
空气极龌龊，墙上满是污秽潮湿的斑痕。 	 negative 	0.423509	0.3976891	0.17880188
少年王走到一个织工面前，站在他身边看他， 	 neutral 	0.4774948	0.30812833	0.21437682
织工怒目看他一眼，说道：“你看着我干嘛？ 	 neutral 	0.4774948	0.30812833	0.21437682
你又是主人派来看我们的密探吗？” 	 neutral 	0.4774948	0.30812833	0.21437682
少年王问道：“你们的主人是谁？” 	 neutral 	0.4774948	0.30812833	0.21437682
织工很悲伤地说：“我们的主人！ 	 negative 	0.423509	0.3976891	0.17880188
他也是同我们一样的人。 	 neutral 	0.4774948	0.30812833	0.21437682
的确，不同的只有这点儿——他穿好衣，我们穿破布，我们饿死，他们家里酒肉太多，正嫌臭着哩！” 	 negative 	0.423509	0.3976891	0.17880188
少年王说：“这地方是自由的，你们又不是别人的奴隶。” 	 negative 	0.423509	0.3976891	0.17880188
织工答道：“战争时，强者就要弱者作奴隶，在和平时代，有钱人就要穷人作奴隶。 	 negative 	0.423509	0.3976891	0.17880188
我们非作工过活不可，他们给那点儿低贱的工资，我们直接只有死路一条。 	 negative 	0.423509	0.3976891	0.17880188
我们成天为他劳苦，他们都在柜子里堆金子，我们的孩子都只有夭逝，我们所爱的面容，也都变成了可怕的恶像。 	 negative 	0.423509	0.3976891	0.17880188
我们榨葡萄，别人喝酒。 	 neutral 	0.4774948	0.30812833	0.21437682
我们种麦，而家里一粒麦都没有。 	 negative 	0.423509	0.3976891	0.17880188
虽然眼看不见，我们实在戴着枷锁；虽然人们叫我们自由，我们实在是奴隶。” 	 negative 	0.423509	0.3976891	0.17880188
